"","school_id","var","usage","year"
"1",1,"practices_blended_learning",1,2019
"2",1,"practices_competency_education",1,2019
"3",1,"practices_design_marginalized",1,2019
"4",1,"practices_experiential",0,2019
"5",1,"practices_staffing_infrastructure",1,2019
"6",1,"practices_learner_agency",1,2019
"7",1,"practices_maker",0,2019
"8",1,"practices_pbl",0,2019
"9",1,"practices_expanded_success",1,2019
"10",1,"practices_sel",0,2019
"11",1,"practices_udl",0,2019
"12",1,"practices_wraparound",0,2019
"13",1,"practices_station_rotation",0,2019
"14",1,"practices_flipped_classroom",0,2019
"15",1,"practices_lab_rotation",0,2019
"16",1,"practices_individual_rotation",0,2019
"17",1,"practices_flex",0,2019
"18",1,"practices_a_la_carte",1,2019
"19",1,"practices_enriched_virtual",1,2019
"20",1,"practices_opportunities_mastery",1,2019
"21",1,"practices_advancement_mastery",1,2019
"22",1,"practices_performance_assessment",1,2019
"23",1,"practices_grading_mastery",1,2019
"24",1,"practices_assessment_schedule",1,2019
"25",1,"practices_competency_framework",1,2019
"26",1,"practices_equity_plan",1,2019
"27",1,"practices_reallocation_resources",0,2019
"28",1,"practices_design_margins",0,2019
"29",1,"practices_restorative",0,2019
"30",1,"practices_culturally_responsive",0,2019
"31",1,"practices_rigorous_coursework",1,2019
"32",1,"practices_no_tracking",0,2019
"33",1,"practices_graduation_supports",1,2019
"34",1,"practices_poverty_supports",0,2019
"35",1,"practices_immigrants_supports",0,2019
"36",1,"practices_ell_supports",1,2019
"37",1,"practices_flexible_staffing",1,2019
"38",1,"practices_flexible_facilities",1,2019
"39",1,"practices_flexible_schedule",1,2019
"40",1,"practices_real_time_data",1,2019
"41",1,"practices_quality_materials",1,2019
"42",1,"practices_oer",0,2019
"43",1,"practices_multi_age",1,2019
"44",1,"practices_devices_home",0,2019
"45",1,"practices_interoperability",1,2019
"46",1,"practices_student_goals",1,2019
"47",1,"practices_student_pace",1,2019
"48",1,"practices_learning_paths",1,2019
"49",1,"practices_learner_profiles",0,2019
"50",1,"practices_student_conferences",0,2019
"51",1,"practices_student_data",1,2019
"52",1,"practices_projects_primary",0,2019
"53",1,"practices_student_projects",0,2019
"54",1,"practices_interdisciplinary",1,2019
"55",1,"practices_real_world",1,2019
"56",1,"practices_career_prep",0,2019
"57",1,"practices_extended_learning",0,2019
"58",1,"practices_service_learning",0,2019
"59",1,"practices_place_based",0,2019
"60",1,"practices_local_global",0,2019
"61",1,"practices_design_thinking",0,2019
"62",1,"practices_community_partnerships",0,2019
"63",1,"practices_makerspace",0,2019
"64",1,"practices_measures_college",1,2019
"65",1,"practices_assessments_career",0,2019
"66",1,"practices_assessments_deeper",1,2019
"67",1,"practices_measures_purpose",1,2019
"68",1,"practices_assessments_sel",1,2019
"69",1,"practices_measures_climate",1,2019
"70",1,"practices_sel_plan",0,2019
"71",1,"practices_sel_curriculum",0,2019
"72",1,"practices_sel_integrated",0,2019
"73",1,"practices_circles",0,2019
"74",1,"practices_advisories",0,2019
"75",1,"practices_hiring_practices",1,2019
"76",1,"practices_relevant_learning",1,2019
"77",1,"practices_information_formats",1,2019
"78",1,"practices_ways_mastery",0,2019
"79",1,"practices_accommodations",1,2019
"80",1,"practices_data_instruction",1,2019
"81",1,"practices_adaptive_content",1,2019
"82",1,"practices_mentoring",1,2019
"83",1,"practices_mental_health",0,2019
"84",1,"practices_physical_well_being",0,2019
"85",1,"practices_community_supports",0,2019
"86",1,"practices_expanded_open_hours",1,2019
"87",1,"practices_portfolios_exhibitions",1,2019
"88",3,"practices_blended_learning",0,2019
"89",3,"practices_competency_education",0,2019
"90",3,"practices_design_marginalized",0,2019
"91",3,"practices_experiential",1,2019
"92",3,"practices_staffing_infrastructure",0,2019
"93",3,"practices_learner_agency",1,2019
"94",3,"practices_maker",0,2019
"95",3,"practices_pbl",0,2019
"96",3,"practices_expanded_success",1,2019
"97",3,"practices_sel",1,2019
"98",3,"practices_udl",0,2019
"99",3,"practices_wraparound",0,2019
"100",3,"practices_station_rotation",0,2019
"101",3,"practices_flipped_classroom",0,2019
"102",3,"practices_lab_rotation",0,2019
"103",3,"practices_individual_rotation",0,2019
"104",3,"practices_flex",0,2019
"105",3,"practices_a_la_carte",0,2019
"106",3,"practices_enriched_virtual",0,2019
"107",3,"practices_opportunities_mastery",0,2019
"108",3,"practices_advancement_mastery",0,2019
"109",3,"practices_performance_assessment",0,2019
"110",3,"practices_grading_mastery",0,2019
"111",3,"practices_assessment_schedule",0,2019
"112",3,"practices_competency_framework",0,2019
"113",3,"practices_equity_plan",1,2019
"114",3,"practices_reallocation_resources",0,2019
"115",3,"practices_design_margins",0,2019
"116",3,"practices_restorative",0,2019
"117",3,"practices_culturally_responsive",0,2019
"118",3,"practices_rigorous_coursework",1,2019
"119",3,"practices_no_tracking",0,2019
"120",3,"practices_graduation_supports",0,2019
"121",3,"practices_poverty_supports",0,2019
"122",3,"practices_immigrants_supports",0,2019
"123",3,"practices_ell_supports",1,2019
"124",3,"practices_flexible_staffing",0,2019
"125",3,"practices_flexible_facilities",0,2019
"126",3,"practices_flexible_schedule",0,2019
"127",3,"practices_real_time_data",1,2019
"128",3,"practices_quality_materials",0,2019
"129",3,"practices_oer",0,2019
"130",3,"practices_multi_age",0,2019
"131",3,"practices_devices_home",0,2019
"132",3,"practices_interoperability",0,2019
"133",3,"practices_student_goals",0,2019
"134",3,"practices_student_pace",0,2019
"135",3,"practices_learning_paths",0,2019
"136",3,"practices_learner_profiles",1,2019
"137",3,"practices_student_conferences",0,2019
"138",3,"practices_student_data",0,2019
"139",3,"practices_projects_primary",0,2019
"140",3,"practices_student_projects",0,2019
"141",3,"practices_interdisciplinary",0,2019
"142",3,"practices_real_world",1,2019
"143",3,"practices_career_prep",0,2019
"144",3,"practices_extended_learning",1,2019
"145",3,"practices_service_learning",0,2019
"146",3,"practices_place_based",0,2019
"147",3,"practices_local_global",0,2019
"148",3,"practices_design_thinking",0,2019
"149",3,"practices_community_partnerships",1,2019
"150",3,"practices_makerspace",0,2019
"151",3,"practices_measures_college",0,2019
"152",3,"practices_assessments_career",0,2019
"153",3,"practices_assessments_deeper",1,2019
"154",3,"practices_measures_purpose",1,2019
"155",3,"practices_assessments_sel",0,2019
"156",3,"practices_measures_climate",0,2019
"157",3,"practices_sel_plan",0,2019
"158",3,"practices_sel_curriculum",0,2019
"159",3,"practices_sel_integrated",0,2019
"160",3,"practices_circles",0,2019
"161",3,"practices_advisories",0,2019
"162",3,"practices_hiring_practices",0,2019
"163",3,"practices_relevant_learning",0,2019
"164",3,"practices_information_formats",0,2019
"165",3,"practices_ways_mastery",1,2019
"166",3,"practices_accommodations",0,2019
"167",3,"practices_data_instruction",0,2019
"168",3,"practices_adaptive_content",0,2019
"169",3,"practices_mentoring",0,2019
"170",3,"practices_mental_health",0,2019
"171",3,"practices_physical_well_being",0,2019
"172",3,"practices_community_supports",0,2019
"173",3,"practices_expanded_open_hours",1,2019
"174",3,"practices_portfolios_exhibitions",0,2019
"175",4,"practices_blended_learning",0,2019
"176",4,"practices_competency_education",0,2019
"177",4,"practices_design_marginalized",0,2019
"178",4,"practices_experiential",0,2019
"179",4,"practices_staffing_infrastructure",1,2019
"180",4,"practices_learner_agency",0,2019
"181",4,"practices_maker",0,2019
"182",4,"practices_pbl",0,2019
"183",4,"practices_expanded_success",0,2019
"184",4,"practices_sel",0,2019
"185",4,"practices_udl",0,2019
"186",4,"practices_wraparound",0,2019
"187",4,"practices_station_rotation",0,2019
"188",4,"practices_flipped_classroom",0,2019
"189",4,"practices_lab_rotation",0,2019
"190",4,"practices_individual_rotation",0,2019
"191",4,"practices_flex",0,2019
"192",4,"practices_a_la_carte",0,2019
"193",4,"practices_enriched_virtual",0,2019
"194",4,"practices_opportunities_mastery",0,2019
"195",4,"practices_advancement_mastery",0,2019
"196",4,"practices_performance_assessment",0,2019
"197",4,"practices_grading_mastery",0,2019
"198",4,"practices_assessment_schedule",0,2019
"199",4,"practices_competency_framework",0,2019
"200",4,"practices_equity_plan",0,2019
"201",4,"practices_reallocation_resources",0,2019
"202",4,"practices_design_margins",0,2019
"203",4,"practices_restorative",0,2019
"204",4,"practices_culturally_responsive",0,2019
"205",4,"practices_rigorous_coursework",0,2019
"206",4,"practices_no_tracking",0,2019
"207",4,"practices_graduation_supports",0,2019
"208",4,"practices_poverty_supports",0,2019
"209",4,"practices_immigrants_supports",0,2019
"210",4,"practices_ell_supports",0,2019
"211",4,"practices_flexible_staffing",1,2019
"212",4,"practices_flexible_facilities",0,2019
"213",4,"practices_flexible_schedule",0,2019
"214",4,"practices_real_time_data",1,2019
"215",4,"practices_quality_materials",0,2019
"216",4,"practices_oer",0,2019
"217",4,"practices_multi_age",0,2019
"218",4,"practices_devices_home",0,2019
"219",4,"practices_interoperability",0,2019
"220",4,"practices_student_goals",1,2019
"221",4,"practices_student_pace",0,2019
"222",4,"practices_learning_paths",0,2019
"223",4,"practices_learner_profiles",0,2019
"224",4,"practices_student_conferences",0,2019
"225",4,"practices_student_data",1,2019
"226",4,"practices_projects_primary",0,2019
"227",4,"practices_student_projects",0,2019
